"player_id","version","name","full_name","best_position","image","height_cm","weight_kg","birthdate","positions","preferred_foot","weak_foot","skill_moves","international_reputation","specialities","nation_id","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","fk_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","defensive_awareness","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","play_styles"
"212831","2025-07-17","Alisson","Alisson Ramsés Becker","gk","https://cdn.sofifa.net/players/212/831/25_120.png","193","91","1992-10-02","gk","right","3 ","1 ","5 ","","54","17","13","29","60","20","27","19","18","58","42","60","49","40","87","37","64","82","32","78","14","27","11","13","66","23","66","15","19","16","86","85","85","90","89","Deflector +,Far Throw,1v1 Close Down,Injury Prone"
"192985","2025-07-17","K. De Bruyne","Kevin De Bruyne","cm","https://cdn.sofifa.net/players/192/985/25_120.png","181","75","1991-06-28","cm,cam","right","5 ","4 ","5 ","Playmaker,Distance shooter,Crosser,Complete midfielder","7","94","84","55","93","83","85","93","83","93","91","67","67","73","90","75","92","71","70","75","90","75","66","87","94","83","87","66","70","53","15","13","5","10","13","Long Ball Pass +,Dead Ball,Incisive Pass,Pinged Pass,Whipped Cross,Trivela,Injury Prone,Leadership"
"256790","2025-07-17","J. Musiala","Jamal Musiala","cam","https://cdn.sofifa.net/players/256/790/25_120.png","184","72","2003-02-26","cam,lm,cm","right","4 ","5 ","4 ","Dribbler,Acrobat,Clinical finisher,Complete forward","21","67","86","74","86","75","94","75","59","79","84","87","80","94","89","93","80","79","78","59","81","59","65","89","84","61","83","64","62","64","6","9","8","8","11","Technical +,Incisive Pass,Flair,Trickster"
"246669","2025-07-17","B. Saka","Bukayo Saka","rw","https://cdn.sofifa.net/players/246/669/25_120.png","178","65","2001-09-05","rw,rm","left","4 ","3 ","4 ","Dribbler,Crosser","14","89","85","49","85","79","89","87","74","77","88","88","84","85","87","88","79","73","86","68","83","68","62","85","86","87","82","60","62","60","7","8","13","9","13","Whipped Cross +,Finesse Shot,Technical,Flair"
"188545","2025-07-17","R. Lewandowski","Robert Lewandowski","st","https://cdn.sofifa.net/players/188/545/25_120.png","185","81","1988-08-21","st","right","4 ","4 ","5 ","Clinical finisher","37","76","92","88","84","86","85","79","84","70","90","76","75","77","89","83","89","92","76","89","82","81","49","90","81","90","87","35","42","19","15","6","12","8","10","Chip Shot +,Finesse Shot,Power Shot,Power Header,Incisive Pass,First Touch,Trivela,Solid Player"
"231478","2025-07-17","L. Martínez","Lautaro Javier Martínez","st","https://cdn.sofifa.net/players/231/478/25_120.png","174","72","1997-08-22","st","right","4 ","4 ","4 ","Acrobat,Clinical finisher","52","68","93","86","78","92","81","80","65","72","84","83","79","88","92","92","87","93","83","85","80","87","48","92","79","74","88","45","51","44","11","8","8","8","13","Power Shot,Incisive Pass,Technical,Relentless"
"233419","2025-07-17","Raphinha","Raphael Dias Belloli","lm","https://cdn.sofifa.net/players/233/419/25_120.png","176","68","1996-12-14","lm,rw","left","4 ","4 ","4 ","Speedster,Dribbler,Crosser,Acrobat,Clinical finisher,Complete forward","54","86","87","74","83","72","88","85","79","78","87","90","91","88","86","79","83","82","88","65","82","77","56","86","85","78","85","49","54","38","8","7","13","8","14","Rapid +,Finesse Shot,Power Shot,Flair,Trickster,Quick Step,Relentless"
"239053","2025-07-17","F. Valverde","Federico Santiago Valverde Dipetta","cm","https://cdn.sofifa.net/players/239/053/25_120.png","182","74","1998-07-22","cm,cdm,rb","right","4 ","3 ","4 ","Playmaker,Distance shooter,Complete midfielder","60","78","79","63","87","78","83","76","69","88","88","84","91","77","89","68","91","83","92","82","89","81","83","86","86","59","84","79","85","80","6","10","6","15","8","Power Shot +,Long Ball Pass,Rapid,Relentless,Trivela,Team Player"
"200389","2025-07-17","J. Oblak","Jan Oblak","gk","https://cdn.sofifa.net/players/200/389/25_120.png","188","87","1993-01-07","gk","right","3 ","1 ","4 ","","44","13","11","15","43","13","12","13","14","40","30","42","53","64","85","48","59","72","42","78","12","36","24","11","67","11","68","27","14","18","85","90","78","86","87","Far Reach +,Far Throw,Cross Claimer"
"212622","2025-07-17","J. Kimmich","Joshua Walter Kimmich","cdm","https://cdn.sofifa.net/players/212/622/25_120.png","177","75","1995-02-08","cdm,rb","right","4 ","3 ","4 ","Crosser","21","92","68","72","89","69","82","85","79","92","86","75","59","83","88","84","78","77","88","68","83","86","84","78","85","71","86","82","84","84","8","15","7","15","15","Long Ball Pass +,Finesse Shot,Whipped Cross,Anticipate,Press Proven,Relentless,Leadership"
"205452","2025-07-17","A. Rüdiger","Antonio Rüdiger","cb","https://cdn.sofifa.net/players/205/452/25_120.png","190","85","1993-03-03","cb","right","3 ","2 ","4 ","Tackling,Strength","21","68","40","83","84","34","69","50","56","81","74","71","91","56","86","50","84","89","70","91","67","92","85","54","61","40","80","86","88","87","14","15","10","12","8","Bruiser +,Jockey,Block,Acrobatic,Aerial"
"192448","2025-07-17","M. ter Stegen","Marc-André ter Stegen","gk","https://cdn.sofifa.net/players/192/448/25_120.png","187","85","1992-04-30","gk","right","4 ","1 ","4 ","","21","18","14","11","61","14","21","18","12","63","30","45","50","39","85","43","67","72","35","78","10","43","22","11","70","25","70","25","13","10","85","85","89","85","90","Footwork +,1v1 Close Down"
"251854","2025-07-17","Pedri","Pedro González López","cm","https://cdn.sofifa.net/players/251/854/25_120.png","174","60","2002-11-25","cm,cdm","right","4 ","4 ","4 ","Dribbler,Playmaker,Acrobat,Complete midfielder","45","68","72","50","89","56","89","79","62","86","90","79","76","88","87","90","68","72","88","73","68","62","79","79","89","53","90","74","77","65","12","7","11","8","8","Tiki Taka +,Incisive Pass,Long Ball Pass,Technical,First Touch,Relentless"
"257534","2025-07-17","C. Palmer","Cole Jermaine Palmer","cam","https://cdn.sofifa.net/players/257/534/25_120.png","185","76","2002-05-06","cam,rm","left","3 ","4 ","4 ","Dribbler,Playmaker,Complete midfielder","14","85","85","62","87","70","87","86","81","86","89","76","78","81","88","81","85","72","81","62","85","63","52","87","89","90","89","45","53","40","7","6","10","14","14","Incisive Pass +,Finesse Shot,Dead Ball,Whipped Cross,Technical,Flair,First Touch,Solid Player"
"234378","2025-07-17","D. Rice","Declan Rice","cdm","https://cdn.sofifa.net/players/234/378/25_120.png","185","80","1999-01-14","cdm,cm","right","3 ","3 ","4 ","Crosser,Tackling,Tactician","14","88","64","72","85","50","82","86","75","86","84","71","75","55","85","65","87","82","92","81","82","85","86","77","80","71","86","85","86","85","8","11","14","5","9","Dead Ball,Whipped Cross,Block,Press Proven,Relentless,Solid Player"
"243715","2025-07-17","W. Saliba","William Alain André Gabriel Saliba","cb","https://cdn.sofifa.net/players/243/715/25_120.png","193","85","2001-03-24","cb","right","3 ","2 ","4 ","Tackling,Tactician,Strength,Complete defender","18","58","35","79","84","34","74","55","35","79","82","77","86","53","86","46","60","89","72","88","23","83","86","54","62","47","85","88","89","86","7","10","6","8","11","Anticipate +,Jockey"
"237383","2025-07-17","A. Bastoni","Alessandro Bastoni","cb","https://cdn.sofifa.net/players/237/383/25_120.png","190","75","1999-04-13","cb","left","2 ","2 ","4 ","Tackling,Tactician","27","72","39","86","80","44","74","64","41","84","82","71","77","64","88","61","59","89","81","84","48","83","86","39","72","50","85","87","89","85","11","5","9","11","12","Intercept +,Pinged Pass,Long Ball Pass,Whipped Cross,Block,Relentless,Team Player"
"231443","2025-07-17","O. Dembélé","Masour Ousmane Dembélé","rw","https://cdn.sofifa.net/players/231/443/25_120.png","178","67","1997-05-15","rw,st","left","5 ","5 ","4 ","Speedster,Dribbler,Acrobat","18","84","82","64","82","76","89","84","68","78","87","94","91","94","84","81","87","75","76","54","77","54","38","85","84","80","84","42","42","34","6","6","14","10","13","Rapid +,Pinged Pass,Flair,Trickster,Quick Step"
"232293","2025-07-17","V. Osimhen","Victor James Osimhen","st","https://cdn.sofifa.net/players/232/293/25_120.png","186","77","1998-12-29","st","right","4 ","3 ","4 ","Speedster","133","62","88","89","72","85","80","63","52","54","84","90","92","78","89","67","86","95","81","86","74","68","34","92","70","85","80","36","45","22","14","14","10","9","6","Chip Shot,Power Header,Rapid,Acrobatic"
"232580","2025-07-17","Gabriel","Gabriel dos Santos Magalhães","cb","https://cdn.sofifa.net/players/232/580/25_120.png","190","87","1997-12-19","cb","left","2 ","2 ","4 ","Aerial threat,Tackling,Tactician,Strength,Complete defender","54","38","37","90","80","28","59","47","27","76","71","61","76","51","87","37","62","87","71","87","30","87","87","52","63","40","77","88","88","86","12","8","13","10","7","Bruiser +,Power Header,Aerial,Leadership"
"222665","2025-07-17","M. Ødegaard","Martin Ødegaard","cam","https://cdn.sofifa.net/players/222/665/25_120.png","178","68","1998-12-17","cm","left","2 ","5 ","4 ","Dribbler,Playmaker,Crosser,Complete midfielder","36","86","83","55","90","79","88","84","85","89","90","72","69","85","88","83","82","65","88","55","80","64","69","82","90","68","87","68","72","57","14","15","15","8","10","Incisive Pass +,Pinged Pass,Technical,Flair,First Touch,Trivela,Leadership"
"230621","2025-07-17","G. Donnarumma","Gianluigi Donnarumma","gk","https://cdn.sofifa.net/players/230/621/25_120.png","196","90","1999-02-25","gk","right","3 ","1 ","4 ","","27","12","12","12","36","8","28","12","14","34","30","50","55","57","82","38","53","72","41","75","18","30","26","14","60","24","54","21","14","16","90","83","70","85","89","Deflector +,Footwork,Solid Player"
"224232","2025-07-17","N. Barella","Nicolò Barella","cm","https://cdn.sofifa.net/players/224/232/25_120.png","175","68","1997-02-07","cm,cdm","right","4 ","3 ","4 ","Acrobat","27","79","77","60","88","80","84","79","67","86","87","82","78","91","90","92","80","78","93","74","79","87","84","84","84","73","88","80","83","81","11","5","13","14","11","Relentless +,Finesse Shot,Incisive Pass,Pinged Pass,Jockey,Intercept,Press Proven"
"207865","2025-07-17","Marquinhos","Marcos Aoás Corrêa","cb","https://cdn.sofifa.net/players/207/865/25_120.png","183","75","1994-05-14","cb","right","3 ","3 ","4 ","Tackling,Tactician","54","68","59","88","84","35","69","58","32","85","79","76","81","68","86","67","65","89","83","79","45","81","89","70","76","52","86","90","89","88","6","6","12","10","13","Intercept +,Power Header,Jockey,Anticipate,Aerial,Team Player"
"215698","2025-07-17","M. Maignan","Mike Peterson Maignan","gk","https://cdn.sofifa.net/players/215/698/25_120.png","191","89","1995-07-03","gk","right","4 ","1 ","4 ","","18","18","15","17","64","16","30","38","16","61","40","65","62","60","85","56","64","82","39","83","20","35","25","15","65","15","68","23","16","19","84","83","85","84","88","Deflector +,Far Throw,Cross Claimer,Injury Prone,Leadership"
"213331","2025-07-17","J. Tah","Jonathan Glao Tah","cb","https://cdn.sofifa.net/players/213/331/25_120.png","195","94","1996-02-11","cb","right","3 ","2 ","4 ","Aerial threat,Strength","21","39","32","87","78","53","60","37","27","68","69","53","86","49","85","40","60","85","69","92","26","85","83","36","57","38","79","88","89","84","11","8","7","9","14","Anticipate +,Aerial,Solid Player,Leadership"
"158023","2025-07-17","L. Messi","Lionel Andrés Messi Cuccitini","rw","https://cdn.sofifa.net/players/158/023/25_120.png","169","67","1987-06-24","rw,st,cam","left","4 ","4 ","4 ","Dribbler,FK Specialist,Acrobat","52","80","85","60","85","86","89","88","89","84","89","86","73","89","85","88","83","71","70","68","87","44","40","86","87","75","88","20","35","24","6","11","15","14","8","Tiki Taka +,Finesse Shot,Dead Ball,Incisive Pass,Technical,Quick Step,Trivela"
"177683","2025-07-17","Y. Sommer","Yann Sommer","gk","https://cdn.sofifa.net/players/177/683/25_120.png","183","77","1988-12-17","gk","right","4 ","1 ","4 ","","47","13","13","10","46","8","22","12","13","38","30","48","54","57","83","58","64","68","45","68","12","38","21","15","64","24","54","9","19","12","83","82","85","87","89","Far Reach +"
"194765","2025-07-17","A. Griezmann","Antoine Griezmann","st","https://cdn.sofifa.net/players/194/765/25_120.png","176","67","1991-03-21","st,lm","left","3 ","4 ","4 ","Dribbler,Acrobat,Clinical finisher,Complete forward","18","82","87","83","88","86","87","89","85","85","91","80","76","89","88","85","85","86","84","71","86","74","59","89","88","79","89","45","63","64","14","8","14","13","14","Chip Shot +,Finesse Shot,Incisive Pass,Technical,Flair,Trivela,Acrobatic"
"246191","2025-07-17","J. Alvarez","Julián Álvarez","cam","https://cdn.sofifa.net/players/246/191/25_120.png","170","71","2000-01-31","st,cam","right","4 ","4 ","3 ","Dribbler,Acrobat,Clinical finisher,Complete forward","52","77","88","74","83","79","87","87","80","78","87","86","85","87","87","87","88","84","85","72","85","86","52","86","83","78","86","60","55","46","6","10","8","15","6","Press Proven +,Finesse Shot,Flair"
"243812","2025-07-17","Rodrygo","Rodrygo Silva de Goes","cam","https://cdn.sofifa.net/players/243/812/25_120.png","174","64","2001-01-09","rw,st,rm","right","4 ","4 ","4 ","Dribbler,Acrobat","54","79","85","67","80","67","90","82","77","73","88","90","88","87","84","84","76","77","81","59","77","52","21","84","85","82","85","24","34","30","9","8","12","8","5","Flair +,Finesse Shot,Dead Ball,Technical"
"277643","2025-07-17","Lamine Yamal","Lamine Yamal Nasraoui Ebanaلامين يامال نصراوي إبانا","cam","https://cdn.sofifa.net/players/277/643/25_120.png","180","72","2007-07-13","rm,rw","left","3 ","4 ","3 ","Dribbler,Acrobat","45","83","80","33","84","65","91","87","65","75","88","86","83","92","82","81","80","57","73","45","80","45","18","81","85","69","84","23","20","28","9","13","7","10","7","Technical +,Finesse Shot,Incisive Pass,Flair,First Touch,Quick Step,Trivela"
"241486","2025-07-17","J. Koundé","Jules Olivier Koundé","cb","https://cdn.sofifa.net/players/241/486/25_120.png","180","75","1998-11-12","rb,cb","right","3 ","3 ","4 ","Tactician","18","73","47","80","82","32","74","64","26","75","78","85","83","71","86","78","48","90","82","81","45","78","86","60","68","43","82","87","86","84","11","10","8","14","13","Jockey +,Slide Tackle,Quick Step,Relentless"
"239837","2025-07-17","A. Mac Allister","Alexis Mac Allister","cm","https://cdn.sofifa.net/players/239/837/25_120.png","176","72","1998-12-24","cm,cdm","right","3 ","3 ","4 ","Playmaker","52","79","79","65","87","77","84","83","82","86","86","71","67","82","85","86","88","73","87","69","82","83","79","80","86","86","86","78","80","74","7","10","14","15","10","Press Proven +,Power Shot,Dead Ball,Pinged Pass,Block,Solid Player"
"241651","2025-07-17","V. Gyökeres","Viktor Einar Gyökeres","st","https://cdn.sofifa.net/players/241/651/25_120.png","189","94","1998-06-04","st,lw","right","4 ","3 ","4 ","Speedster,Strength","46","69","88","81","76","77","80","70","64","58","82","88","92","81","86","77","87","95","93","91","78","87","28","86","79","81","85","34","34","16","10","13","11","14","8","Finesse Shot,Power Shot,Press Proven,Quick Step,Acrobatic,Aerial,Solid Player,Leadership"
"239818","2025-07-17","Rúben Dias","Rúben dos Santos Gato Alves Dias","cb","https://cdn.sofifa.net/players/239/818/25_120.png","187","82","1997-05-14","cb","right","4 ","2 ","4 ","Tackling,Tactician","38","54","29","85","83","32","64","46","48","81","75","58","62","62","86","56","74","86","78","89","26","88","86","39","64","45","86","87","87","85","7","8","13","7","12","Bruiser +,Power Header,Team Player,Leadership"
"239580","2025-07-17","Bremer","Gleison Bremer Silva Nascimento","cb","https://cdn.sofifa.net/players/239/580/25_120.png","187","84","1997-03-18","cb","right","2 ","2 ","4 ","Strength","54","46","49","87","75","38","62","42","24","69","68","78","86","65","79","67","68","94","75","89","39","84","84","58","45","43","78","87","87","84","13","15","13","5","6","Power Header,Long Ball Pass,Block,Intercept,Bruiser,Aerial"
"237692","2025-07-17","P. Foden","Philip Walter Foden","cam","https://cdn.sofifa.net/players/237/692/25_120.png","171","70","2000-05-28","rw,cm,lw","left","3 ","4 ","4 ","Dribbler,Acrobat","14","80","84","47","84","59","89","88","74","82","89","86","82","92","84","92","89","65","83","53","83","64","59","83","84","64","86","60","59","47","8","15","6","10","13","Technical,Flair,First Touch"
"233731","2025-07-17","A. Isak","Alexander Isak","st","https://cdn.sofifa.net/players/233/731/25_120.png","192","77","1999-09-21","st","right","4 ","4 ","4 ","","46","68","88","81","78","80","88","75","65","60","87","85","87","81","86","70","87","90","80","78","78","58","38","89","80","83","87","35","34","29","7","6","9","7","11","Finesse Shot,Rapid,Flair,First Touch"
"235073","2025-07-17","G. Kobel","Gregor Kobel","gk","https://cdn.sofifa.net/players/235/073/25_120.png","195","88","1997-12-06","gk","right","3 ","1 ","4 ","","47","13","10","13","39","10","24","13","12","33","34","38","52","37","84","29","48","71","30","81","10","24","14","10","59","12","66","15","15","15","87","83","64","86","87","1v1 Close Down +,Far Throw,Deflector,Leadership"
"235212","2025-07-17","A. Hakimi","Achraf Hakimi Mouhأشرف حكيمي","rb","https://cdn.sofifa.net/players/235/212/25_120.png","181","73","1998-11-04","rb","right","4 ","4 ","4 ","Speedster","129","85","75","69","83","74","80","77","80","73","83","89","94","81","86","77","82","82","94","72","75","77","80","80","78","67","84","77","79","76","10","8","14","6","8","Relentless +,Whipped Cross,Jockey,Anticipate,Press Proven,Quick Step,Solid Player,Leadership"
"231281","2025-07-17","T. Alexander-Arnold","Trent John Alexander-Arnold","cm","https://cdn.sofifa.net/players/231/281/25_120.png","180","69","1998-10-07","rb","right","4 ","3 ","4 ","Crosser","14","93","64","69","89","71","79","91","85","92","85","73","79","73","85","72","85","75","89","68","76","70","84","79","89","66","82","78","82","78","14","15","14","6","7","Whipped Cross +,Dead Ball,Incisive Pass,Pinged Pass,Long Ball Pass,Relentless,Trivela"
"232656","2025-07-17","T. Hernández","Theo Bernard François Hernández","lb","https://cdn.sofifa.net/players/232/656/25_120.png","184","81","1997-10-06","lb","left","3 ","4 ","4 ","Speedster","18","84","71","76","81","80","83","80","74","70","85","93","93","83","83","81","86","93","89","85","74","83","79","80","75","74","80","76","84","78","12","10","7","7","7","Dead Ball,Block,Anticipate,Bruiser,Rapid,Quick Step,Leadership"
"228702","2025-07-17","F. de Jong","Frenkie de Jong","cm","https://cdn.sofifa.net/players/228/702/25_120.png","181","74","1997-05-12","cm,cdm","right","3 ","4 ","4 ","Dribbler,Playmaker,Acrobat,Complete midfielder","34","78","72","72","90","70","86","84","64","87","88","80","83","87","87","79","68","82","87","73","66","74","82","77","88","53","90","76","75","76","7","13","10","10","9","Tiki Taka +,Incisive Pass,Long Ball Pass,Flair,Press Proven,Trivela,Injury Prone"
"215441","2025-07-17","S. Guirassy","Serhou Yadaly Guirassy","st","https://cdn.sofifa.net/players/215/441/25_120.png","187","82","1996-03-12","st","right","4 ","3 ","3 ","Clinical finisher","118","65","87","86","83","86","83","72","67","71","86","70","71","75","86","77","87","88","78","85","81","75","33","89","79","83","87","42","29","34","11","8","12","12","8","Chip Shot +,Finesse Shot,First Touch,Trivela,Acrobatic,Aerial,Injury Prone"
"212198","2025-07-17","Bruno Fernandes","Bruno Miguel Borges Fernandes","cam","https://cdn.sofifa.net/players/212/198/25_120.png","179","69","1994-09-08","cam,cm,lw","right","4 ","4 ","4 ","Playmaker","38","82","82","63","89","87","82","85","85","90","86","72","68","78","89","76","86","70","95","61","84","84","63","86","92","90","82","62","71","66","12","14","15","8","14","Long Ball Pass +,Dead Ball,Incisive Pass,Pinged Pass,Tiki Taka,Flair,Relentless,Leadership"
"220901","2025-07-17","David Raya","David Raya Martín","gk","https://cdn.sofifa.net/players/220/901/25_120.png","183","75","1995-09-15","gk","right","3 ","1 ","3 ","","45","12","19","20","62","20","19","18","15","67","43","64","59","68","84","45","65","64","31","38","14","29","11","15","68","26","68","28","14","13","85","83","87","84","87","Cross Claimer,Solid Player"
"211110","2025-07-17","P. Dybala","Paulo Bruno Exequiel Dybala","cam","https://cdn.sofifa.net/players/211/110/25_120.png","177","75","1993-11-15","cam,st","left","3 ","5 ","4 ","Dribbler,FK Specialist,Acrobat","52","83","84","65","84","92","87","89","87","79","89","84","76","88","84","90","84","77","74","67","86","48","42","83","88","88","87","32","42","39","5","4","4","5","8","Finesse Shot,Dead Ball,Incisive Pass,Technical,Flair,First Touch,Trivela,Injury Prone"
"210257","2025-07-17","Ederson","Ederson Santana de Moraes","gk","https://cdn.sofifa.net/players/210/257/25_120.png","188","86","1993-08-17","gk","left","3 ","1 ","4 ","","54","20","14","14","65","18","30","39","20","68","45","64","63","60","84","48","68","79","44","78","18","38","27","20","70","65","70","29","15","8","85","82","91","84","85","Long Ball Pass +,Pinged Pass,Cross Claimer"
"208128","2025-07-17","H. Çalhanoğlu","Hakan Çalhanoğlu","cdm","https://cdn.sofifa.net/players/208/128/25_120.png","178","69","1994-02-08","cdm,cm","right","5 ","4 ","4 ","Playmaker,Distance shooter,Complete midfielder","48","78","75","65","90","78","78","88","85","89","87","74","68","83","87","80","87","76","81","72","87","83","82","73","89","90","85","81","83","80","9","14","11","6","10","Incisive Pass +,Dead Ball,Technical,First Touch,Relentless"
"202811","2025-07-17","E. Martínez","Damián Emiliano Martínez Romero","gk","https://cdn.sofifa.net/players/202/811/25_120.png","195","88","1992-09-02","gk","right","4 ","1 ","4 ","","52","22","16","26","61","13","24","22","20","59","43","55","57","54","83","49","63","79","40","78","16","40","21","12","67","43","69","25","20","20","84","82","84","85","87","Footwork,1v1 Close Down,Leadership"
"200104","2025-07-17","H. Son","Heung-Min Son손흥민 孙兴慜","lw","https://cdn.sofifa.net/players/200/104/25_120.png","183","78","1992-07-08","lw,st","right","5 ","4 ","4 ","","167","82","85","72","83","83","86","87","74","72","86","86","84","81","86","74","89","82","88","69","81","62","39","85","83","75","88","45","34","33","11","13","13","6","10","Finesse Shot,Whipped Cross,First Touch,Team Player,Leadership"
"204963","2025-07-17","Carvajal","Daniel Carvajal Ramos","rb","https://cdn.sofifa.net/players/204/963/25_120.png","173","73","1992-01-11","rb","right","3 ","3 ","4 ","","45","85","56","76","84","53","78","77","47","74","85","82","81","78","85","84","68","85","84","74","52","85","81","75","78","45","83","80","84","83","13","13","15","9","15","Whipped Cross,Block,Team Player"
"262621","2025-07-17","G. Mamardashvili","Giorgi Mamardashviliგიორგი მამარდაშვილი","gk","https://cdn.sofifa.net/players/262/621/25_120.png","199","88","2000-09-29","gk","left","3 ","1 ","3 ","","20","13","9","14","20","7","11","11","10","20","22","48","48","40","74","26","54","71","45","74","7","25","8","8","34","11","26","5","12","10","86","83","72","85","85","Far Throw,Cross Claimer"
"165153","2025-07-17","K. Benzema","Karim Benzemaكريم بن زيما","st","https://cdn.sofifa.net/players/165/153/25_120.png","185","81","1987-12-19","st","right","4 ","4 ","4 ","Clinical finisher","18","75","87","87","86","87","84","82","73","76","87","76","77","77","84","72","87","84","80","81","81","63","39","88","86","68","84","43","24","18","13","11","5","5","7","Finesse Shot,Incisive Pass,First Touch,Relentless,Trivela"
